fontSize,fixDuration,fixSize,stimDuration,stimWidth,stimHeight,retentionInterval,preProbeDuration,dva_52cmMonitorWidth_100cmDistance,pixelsPerDegreeVisualAngle,heightUnitsPerDVA,stimRadius,pos0_x,pos0_y,pos5_x,pos5_y,pos10_x,pos10_y,pos15_x,pos15_y,pos20_x,pos20_y,pos25_x,pos25_y,pos30_x,pos30_y,pos35_x,pos35_y,pos40_x,pos40_y,pos45_x,pos45_y,pos50_x,pos50_y,pos55_x,pos55_y,pos60_x,pos60_y,pos65_x,pos65_y,pos70_x,pos70_y,pos75_x,pos75_y,pos80_x,pos80_y,pos85_x,pos85_y,pos90_x,pos90_y,pos95_x,pos95_y,color0,color1,color2,color3,color4,testColorsColor,testColorsProbedLocation,testColorsProbedObject,testColorsX_degUnits,testColorsY_degUnits,probedX_pixUnits,probedY_pixUnits,probedX_pixPercentage_givesHeightUnits,probedY_pixPercentage_givesHeightUnits,testColorsX_heightUnits,testColorsY_heightUnits,durITI,trialNumber,trialWithinBlock,blockNumber,setSize,probedColor,probedLocation,probedXY_degUnits_52cmMonitorWidth_100cmDistance,probedX_degUnits,probedY_degUnits,probedX_heightUnits,probedY_heightUnits,stim1_x,stim1_y,unprobedColors,unprobedLocations,unprobedXY,stim1_color,stim1_location,stim1_orientation,stim2_color,stim2_location,stim2_orientation,stim3_color,stim3_location,stim3_orientation,stim4_color,stim4_location,stim4_orientation,stim5_color,stim5_location,stim5_orientation,stim2_x_degUnits,stim2_y_degUnits,stim2_x_pixUnits,stim2_y_pixUnits,stim2_x,stim2_y,stim3_x_degUnits,stim3_y_degUnits,stim3_x_pixUnits,stim3_y_pixUnits,stim3_x,stim3_y,stim4_x_degUnits,stim4_y_degUnits,stim4_x_pixUnits,stim4_y_pixUnits,stim4_x,stim4_y,stim5_x_degUnits,stim5_y_degUnits,stim5_x_pixUnits,stim5_y_pixUnits,stim5_x,stim5_y,taskLoop.thisRepN,taskLoop.thisTrialN,taskLoop.thisN,taskLoop.thisIndex,testColorsLoop.thisRepN,testColorsLoop.thisTrialN,testColorsLoop.thisN,testColorsLoop.thisIndex,demoTrials.thisRepN,demoTrials.thisTrialN,demoTrials.thisN,demoTrials.thisIndex,blockOfTrials.thisRepN,blockOfTrials.thisTrialN,blockOfTrials.thisN,blockOfTrials.thisIndex,testColorsExplained.started,testColorsExplained.stopped,mouseTestColors.x,mouseTestColors.y,mouseTestColors.leftButton,mouseTestColors.midButton,mouseTestColors.rightButton,clickablePos0.started,clickablePos0.stopped,clickablePos20.started,clickablePos20.stopped,clickablePos40.started,clickablePos40.stopped,clickablePos60.started,clickablePos60.stopped,clickablePos80.started,clickablePos80.stopped,centralFixation.started,centralFixation.stopped,stim4.started,stim4.stopped,stim5.started,stim5.stopped,respRingDemo.started,respRingDemo.stopped,probeDemo.started,probeDemo.stopped,mouseResponseDemo.x,mouseResponseDemo.y,mouseResponseDemo.leftButton,mouseResponseDemo.midButton,mouseResponseDemo.rightButton,mouseResponseDemo.started,mouseResponseDemo.stopped,textDemo.started,textDemo.stopped,arrowImage.started,arrowImage.stopped,ISI.started,ISI.stopped,clickToBegin.started,clickToBegin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#00aaff,0,testPos0,3.49946693304736,-0.0610834225304922,140.95102893510068,-2.460309361761261,0.11745919077925057,-0.0020502578014677175,0.11745919077925057,-0.0020502578014677175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,9.037484348751605,None,-0.11083333333333334,0.09416666666666666,1,0,0,9.037484348751605,None,9.037484348751605,None,9.037484348751605,None,9.037484348751605,None,9.037484348751605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#1e00b4,20,testPos20,1.02330096652957,-3.34706664587062,41.21637006497581,-134.81267195143846,0.03434697505414651,-0.11234389329286538,0.03434697505414651,-0.11234389329286538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,9.797312224050984,None,-0.11083333333333334,0.09416666666666666,1,0,0,9.797312224050984,None,9.797312224050984,None,9.797312224050984,None,9.797312224050984,None,9.797312224050984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#00ff00,40,testPos40,-2.86703215501147,-2.00751752722866,-115.47791134205204,-80.85850401841736,-0.09623159278504337,-0.06738208668201447,-0.09623159278504337,-0.06738208668201447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,9.980804806342348,None,-0.11083333333333334,0.09416666666666666,1,0,0,9.980804806342348,None,9.980804806342348,None,9.980804806342348,None,9.980804806342348,None,9.980804806342348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#ffffff,60,testPos60,-2.79522428516552,2.10635258103216,-112.58564422421112,84.83936818858633,-0.0938213701868426,0.0706994734904886,-0.0938213701868426,0.0706994734904886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,10.181002819910645,None,-0.11083333333333334,0.09416666666666666,1,0,0,10.181002819910645,None,10.181002819910645,None,10.181002819910645,None,10.181002819910645,None,10.181002819910645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#000000,80,testPos80,1.13948854060004,3.3093150145976,45.89615656618586,133.29211714303023,0.03824679713848821,0.11107676428585853,0.03824679713848821,0.11107676428585853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,10.364653838798404,None,-0.11083333333333334,0.09416666666666666,1,0,0,10.364653838798404,None,10.364653838798404,None,10.364653838798404,None,10.364653838798404,None,10.364653838798404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,-4.023549865903846,-230.50901743707863,,,,,1.517,-5,0,-1,1,#000000,[25],"[-0.06108342253049217, -3.4994669330473696]",-0.061083422530492176,-3.4994669330473696,-0.003352958221586538,-0.1920908478642322,-0.003352958221586538,-0.1920908478642322,[],[],[],#000000,25,180.0,#808080,None,180.0,#808080,None,180.0,#808080,None,180.0,#808080,None,180.0,None,None,None,None,0.003352958221586538,0.1920908478642322,None,None,None,None,0.003352958221586538,0.1920908478642322,None,None,None,None,0.003352958221586538,0.1920908478642322,None,None,None,None,0.003352958221586538,0.1920908478642322,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,10.781417897902429,None,11.265167891513556,11.765625561354682,11.265167891513556,11.765625561354682,12.784035307588056,None,12.784035307588056,None,-0.11083333333333334,0.09416666666666666,1,0,0,0.014842198230326176,None,12.784035307588056,None,None,None,0.014115442987531424,None,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,10.458170651729642,-230.30680133237573,,,,,1.539,-4,1,-1,1,#00ff00,[24],"[0.1587704584523879, -3.4963969942675015]",0.1587704584523879,-3.496396994267501,0.008715142209774701,-0.19192233444364645,0.008715142209774701,-0.19192233444364645,[],[],[],#00ff00,24,183.60000000000002,#808080,None,183.60000000000002,#808080,None,183.60000000000002,#808080,None,183.60000000000002,#808080,None,183.60000000000002,None,None,None,None,-0.008715142209774701,0.19192233444364645,None,None,None,None,-0.008715142209774701,0.19192233444364645,None,None,None,None,-0.008715142209774701,0.19192233444364645,None,None,None,None,-0.008715142209774701,0.19192233444364645,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,14.701277242274955,None,15.185180540662259,15.685369766550139,15.185180540662259,15.685369766550139,16.71972868242301,None,16.71972868242301,None,-0.11083333333333334,0.09416666666666666,1,0,0,0.014965676236897707,None,16.71972868242301,None,None,None,0.014855027198791504,None,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,-229.80151975951108,18.48939127040172,,,,,1.538,-3,2,-1,5,#1e00b4,[51],"[-3.488726074596865, 0.28069623515100545]",-3.4887260745968653,0.28069623515100545,-0.19150126646625923,0.0154078260586681,-0.19150126646625923,0.0154078260586681,"['#00aaff', '#00ff00', '#000000', '#ffffff']","[40, 72, 38, 96]","[[-2.8670321550114704, -2.0075175272286625], [-0.5957332470811146, 3.4489276446922155], [-2.5928160870036248, -2.3510220626304656], [3.4047155737328882, 0.8111176622295503]]",#1e00b4,51,86.4,#00aaff,40.0,126.0,#00ff00,72.0,10.799999999999997,#000000,38.0,133.20000000000002,#ffffff,96.0,-75.6,-2.86703215501147,-2.00751752722866,-188.85069573630977,-132.23468075071236,-0.15737557978025815,-0.1101955672922603,-0.595733247081114,3.44892764469221,-39.24080097527515,227.18000706961388,-0.032700667479395956,0.18931667255801157,-2.59281608700362,-2.35102206263046,-170.78815146562977,-154.86123915390831,-0.14232345955469147,-0.12905103262825693,3.40471557373288,0.81111766222955,224.26776894001424,53.4281188888329,0.18688980745001185,0.04452343240736075,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,18.67672920320183,None,19.171674308367074,19.67220125417225,19.171674308367074,19.67220125417225,20.690206249710172,None,20.690206249710172,None,-0.11083333333333334,0.09416666666666666,1,0,0,0.01500737015157938,None,20.690206249710172,None,None,None,0.014765225350856781,None,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,47.14536444717217,225.67213094326516,,,,,1.512,-2,3,-1,5,#ffffff,[78],"[0.7157361814462673, 3.4260358606658974]",0.7157361814462673,3.4260358606658974,0.03928780370597681,0.18806010911938764,0.03928780370597681,0.18806010911938764,"['#00ff00', '#1e00b4', '#000000', '#00aaff']","[72, 6, 61, 47]","[[-0.5957332470811146, 3.4489276446922155], [3.231235759895433, -1.345033629309313], [-2.6574495756720835, 2.2777097604304775], [-3.4489276446922155, -0.5957332470811129]]",#ffffff,78,-10.799999999999997,#00ff00,72.0,10.799999999999997,#1e00b4,6.0,248.40000000000003,#000000,61.0,50.400000000000006,#00aaff,47.0,100.80000000000001,-0.595733247081114,3.44892764469221,-39.24080097527515,227.18000706961388,-0.032700667479395956,0.18931667255801157,3.23123575989543,-1.34503362930931,212.84069670361066,-88.59703098892545,0.1773672472530089,-0.07383085915743788,-2.65744957567208,2.27770976043047,-175.04554330602744,150.03217602244047,-0.1458712860883562,0.12502681335203372,-3.44892764469221,-0.595733247081112,-227.18000706961388,-39.240800975275015,-0.18931667255801157,-0.032700667479395845,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,22.608361599734053,None,23.108398803509772,23.60858257696964,23.108398803509772,23.60858257696964,24.614690080285072,None,24.614690080285072,None,-0.11083333333333334,0.09416666666666666,1,0,0,0.014998069265857339,None,24.614690080285072,None,None,None,0.014842198695987463,None,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,160.72732240012738,165.27953263310164,,,,,1.455,-1,4,-1,5,#00aaff,[87],"[2.4400778599909754, 2.5091871267766903]",2.440077859990976,2.5091871267766903,0.1339394353334395,0.13773294386091803,0.1339394353334395,0.13773294386091803,"['#ffffff', '#00ff00', '#1e00b4', '#000000']","[42, 9, 48, 34]","[[-3.096033413252794, -1.6323532411896182], [2.9219675214219234, -1.9266825902974842], [-3.4795283739031038, -0.37799774497108013], [-1.9266825902974847, -2.921967521421923]]",#00aaff,87,-43.199999999999996,#ffffff,42.0,118.80000000000001,#00ff00,9.0,237.60000000000002,#1e00b4,48.0,97.20000000000002,#000000,34.0,147.6,-3.09603341325279,-1.63235324118961,-203.9349517212904,-107.52270243890753,-0.16994579310107533,-0.08960225203242295,2.92196752142192,-1.92668259029748,192.4692746730713,-126.91010353850004,0.16039106222755942,-0.1057584196154167,-3.4795283739031,-0.37799774497108,-229.19566949998236,-24.898617547684623,-0.1909963912499853,-0.020748847956403853,-1.92668259029748,-2.92196752142192,-126.91010353850004,-192.4692746730713,-0.1057584196154167,-0.16039106222755942,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,26.577830497408286,None,27.061677990248427,27.561825843062252,27.061677990248427,27.561825843062252,28.58035201136954,None,28.58035201136954,None,-0.11083333333333334,0.09416666666666666,1,0,0,0.015073118032887578,None,28.58035201136954,None,None,None,0.014683441258966923,None,,,,001,2020_Aug_12_0902,cntracs_wm,2020.1.3,60.007890727467505,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.43112020404078,None,,,,,,,
